unixtime,px_btc,px_ltc,px_ppc,px_doge,px_dash,px_maid,px_xmr,px_nxt,vol_btc,vol_ltc,vol_ppc,vol_doge,vol_dash,vol_maid,vol_xmr,vol_nxt
-1372809600,,,,,,,,,,,,,,,,
-1372723200,,,,,,,,,,,,,,,,
-1372377600,,,,,,,,,,,,,,,,
-1372291200,,,,,,,,,,,,,,,,
-1372204800,,,,,,,,,,,,,,,,
-1372118400,,,,,,,,,,,,,,,,
-1372032000,,,,,,,,,,,,,,,,
-1371859200,,,,,,,,,,,,,,,,
-1371772800,,,,,,,,,,,,,,,,
-1371686400,,,,,,,,,,,,,,,,
-1371600000,,,,,,,,,,,,,,,,
-1371513600,,,,,,,,,,,,,,,,
-1371427200,,,,,,,,,,,,,,,,
-1371254400,,,,,,,,,,,,,,,,
-1371168000,,,,,,,,,,,,,,,,
-1371081600,,,,,,,,,,,,,,,,
-1370995200,,,,,,,,,,,,,,,,
-1370908800,,,,,,,,,,,,,,,,
-1370822400,,,,,,,,,,,,,,,,
-1370649600,,,,,,,,,,,,,,,,
-1370563200,,,,,,,,,,,,,,,,
-1370476800,,,,,,,,,,,,,,,,
-1370390400,,,,,,,,,,,,,,,,
-1370304000,,,,,,,,,,,,,,,,
-1370217600,,,,,,,,,,,,,,,,
-1370044800,,,,,,,,,,,,,,,,
-1369958400,,,,,,,,,,,,,,,,
-1369872000,,,,,,,,,,,,,,,,
-1369785600,,,,,,,,,,,,,,,,
-1369699200,,,,,,,,,,,,,,,,
-1369612800,,,,,,,,,,,,,,,,
-1369440000,,,,,,,,,,,,,,,,
-1369353600,,,,,,,,,,,,,,,,
-1369267200,,,,,,,,,,,,,,,,
-1369180800,,,,,,,,,,,,,,,,
-1369094400,,,,,,,,,,,,,,,,
-1369008000,,,,,,,,,,,,,,,,
-1368835200,,,,,,,,,,,,,,,,
-1368748800,,,,,,,,,,,,,,,,
-1368662400,,,,,,,,,,,,,,,,
-1368576000,,,,,,,,,,,,,,,,
-1368489600,,,,,,,,,,,,,,,,
-1368403200,,,,,,,,,,,,,,,,
-1368230400,,,,,,,,,,,,,,,,
-1368144000,,,,,,,,,,,,,,,,
-1368057600,,,,,,,,,,,,,,,,
-1367971200,,,,,,,,,,,,,,,,
-1367884800,,,,,,,,,,,,,,,,
-1367798400,,,,,,,,,,,,,,,,
-1367625600,,,,,,,,,,,,,,,,
-1367539200,,,,,,,,,,,,,,,,
-1367452800,,,,,,,,,,,,,,,,
-1367366400,,,,,,,,,,,,,,,,
-1367280000,,,,,,,,,,,,,,,,
-1366934400,,,,,,,,,,,,,,,,
-1366848000,,,,,,,,,,,,,,,,
-1366761600,,,,,,,,,,,,,,,,
-1366675200,,,,,,,,,,,,,,,,
-1366588800,,,,,,,,,,,,,,,,
-1366416000,,,,,,,,,,,,,,,,
-1366329600,,,,,,,,,,,,,,,,
-1366243200,,,,,,,,,,,,,,,,
-1366156800,,,,,,,,,,,,,,,,
-1366070400,,,,,,,,,,,,,,,,
-1365984000,,,,,,,,,,,,,,,,
-1365811200,,,,,,,,,,,,,,,,
-1365724800,,,,,,,,,,,,,,,,
-1365638400,,,,,,,,,,,,,,,,
-1365552000,,,,,,,,,,,,,,,,
-1365465600,,,,,,,,,,,,,,,,
-1365379200,,,,,,,,,,,,,,,,
-1365206400,,,,,,,,,,,,,,,,
-1365120000,,,,,,,,,,,,,,,,
-1365033600,,,,,,,,,,,,,,,,
-1364947200,,,,,,,,,,,,,,,,
-1364860800,,,,,,,,,,,,,,,,
-1364774400,,,,,,,,,,,,,,,,
-1364601600,,,,,,,,,,,,,,,,
-1364515200,,,,,,,,,,,,,,,,
-1364428800,,,,,,,,,,,,,,,,
-1364342400,,,,,,,,,,,,,,,,
-1364256000,,,,,,,,,,,,,,,,
-1364169600,,,,,,,,,,,,,,,,
-1363996800,,,,,,,,,,,,,,,,
-1363824000,,,,,,,,,,,,,,,,
-1363737600,,,,,,,,,,,,,,,,
-1363651200,,,,,,,,,,,,,,,,
-1363564800,,,,,,,,,,,,,,,,
-1363392000,,,,,,,,,,,,,,,,
-1363305600,,,,,,,,,,,,,,,,
-1363219200,,,,,,,,,,,,,,,,
-1363132800,,,,,,,,,,,,,,,,
-1363046400,,,,,,,,,,,,,,,,
-1362960000,,,,,,,,,,,,,,,,
-1362787200,,,,,,,,,,,,,,,,
-1362700800,,,,,,,,,,,,,,,,
-1362614400,,,,,,,,,,,,,,,,
-1362528000,,,,,,,,,,,,,,,,
-1362441600,,,,,,,,,,,,,,,,
-1362355200,,,,,,,,,,,,,,,,
-1362182400,,,,,,,,,,,,,,,,
-1362009600,,,,,,,,,,,,,,,,
-1361923200,,,,,,,,,,,,,,,,
-1361836800,,,,,,,,,,,,,,,,
-1361750400,,,,,,,,,,,,,,,,
-1361577600,,,,,,,,,,,,,,,,
-1361491200,,,,,,,,,,,,,,,,
-1361404800,,,,,,,,,,,,,,,,
-1361318400,,,,,,,,,,,,,,,,
-1361232000,,,,,,,,,,,,,,,,
-1361145600,,,,,,,,,,,,,,,,
-1360972800,,,,,,,,,,,,,,,,
-1360886400,,,,,,,,,,,,,,,,
-1360800000,,,,,,,,,,,,,,,,
-1360713600,,,,,,,,,,,,,,,,
-1360627200,,,,,,,,,,,,,,,,
-1360540800,,,,,,,,,,,,,,,,
-1360368000,,,,,,,,,,,,,,,,
-1360281600,,,,,,,,,,,,,,,,
-1360195200,,,,,,,,,,,,,,,,
-1360022400,,,,,,,,,,,,,,,,
-1359936000,,,,,,,,,,,,,,,,
-1359763200,,,,,,,,,,,,,,,,
-1359676800,,,,,,,,,,,,,,,,
-1359590400,,,,,,,,,,,,,,,,
-1359504000,,,,,,,,,,,,,,,,
-1359417600,,,,,,,,,,,,,,,,
-1359331200,,,,,,,,,,,,,,,,
-1359158400,,,,,,,,,,,,,,,,
-1359072000,,,,,,,,,,,,,,,,
-1358985600,,,,,,,,,,,,,,,,
-1358899200,,,,,,,,,,,,,,,,
-1358812800,,,,,,,,,,,,,,,,
-1358726400,,,,,,,,,,,,,,,,
-1358553600,,,,,,,,,,,,,,,,
-1358467200,,,,,,,,,,,,,,,,
-1358380800,,,,,,,,,,,,,,,,
-1358294400,,,,,,,,,,,,,,,,
-1358208000,,,,,,,,,,,,,,,,
-1358121600,,,,,,,,,,,,,,,,
-1357948800,,,,,,,,,,,,,,,,
-1357862400,,,,,,,,,,,,,,,,
-1357776000,,,,,,,,,,,,,,,,
-1357689600,,,,,,,,,,,,,,,,
-1357603200,,,,,,,,,,,,,,,,
-1357344000,,,,,,,,,,,,,,,,
-1357257600,,,,,,,,,,,,,,,,
-1357171200,,,,,,,,,,,,,,,,
-1357084800,,,,,,,,,,,,,,,,
-1356998400,,,,,,,,,,,,,,,,
-1356739200,,,,,,,,,,,,,,,,
-1356652800,,,,,,,,,,,,,,,,
-1356566400,,,,,,,,,,,,,,,,
-1356480000,,,,,,,,,,,,,,,,
-1356393600,,,,,,,,,,,,,,,,
-1356307200,,,,,,,,,,,,,,,,
